_id,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
371805,371805,Fatal,2014,March,Saturday,18,Head-on,Multi-Vehicle,148.901951700556,-21.4190015588073,Peak Downs Hwy,,Peak Downs Highway (Nebo - Mackay),Epsom,Isaac Region,4741,Nebo,Mackay,Central,Central,Central Queensland,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday,Outer Regional,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,W,1,2,0,0,3,1,0,2,0,0,0,0
371934,371934,Fatal,2014,February,Thursday,3,Hit object,Single Vehicle,153.041901988161,-26.6819627743834,Lindsay Rd,,,Buderim,Sunshine Coast Region,4556,Maroochydore,Sunshine Coast,North Coast,SEQ North,North Coast,Buderim - North,Buderim,Sunshine Coast,Major Cities,Buderim,Fairfax,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,2,0,0,3,1,0,0,0,0,0,0
371935,371935,Fatal,2014,February,Sunday,21,Hit object,Single Vehicle,148.787126924221,-26.564845701072,Carnarvon Hwy,,Carnarvon Highway (Roma - Injune),Roma,Maranoa Region,4455,Roma,South West,Southern,Southern,Southern Queensland,Roma,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Warrego,Maranoa,State-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,1,0,0,2,1,0,0,0,0,0,0
371936,371936,Fatal,2014,February,Saturday,1,Hit pedestrian,Hit pedestrian,153.480122806519,-28.1504728844039,Pacific Hwy,,Pacific Highway (Pacific Motorway),Currumbin Waters,Gold Coast City,4223,Coolangatta,Gold Coast,South Eastern,SEQ South,South Coast,Currumbin Waters,Coolangatta,Gold Coast,Major Cities,Currumbin,Mcpherson,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,N,1,0,0,0,1,1,0,0,0,0,1,0
372137,372137,Fatal,2014,March,Thursday,5,Angle,Multi-Vehicle,151.952076892928,-27.5686897682928,Ruthven St,James St,Toowoomba Connection Road,Toowoomba City,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Southern Queensland,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,State-controlled,Intersection - Cross,Operating traffic lights,0 - 50 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,E,1,2,0,0,3,2,0,0,0,0,0,0
372138,372138,Fatal,2014,March,Thursday,5,Head-on,Multi-Vehicle,148.160578498016,-22.0058512717478,Peak Downs Hwy,,Peak Downs Highway (Clermont - Nebo),Coppabella,Isaac Region,4741,Moranbah,Mackay,Central,Central,Central Queensland,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday,Outer Regional,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,E,1,1,0,0,2,1,0,1,0,0,0,0
372139,372139,Fatal,2014,March,Friday,5,Angle,Multi-Vehicle,152.435420393269,-24.8654122165176,Elliott Heads Rd,Hummock Rd,Elliott Heads Road,Windermere,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,Intersection - Cross,Stop sign,80 - 90 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Dip,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,W,2,0,0,0,2,2,0,0,0,0,0,0
372570,372570,Fatal,2018,March,Friday,11,Head-on,Multi-Vehicle,153.147329915112,-27.7058568441238,Waterford - Tamborine Rd,,Waterford - Tamborine Road,Waterford,Logan City,4133,Beenleigh,Logan,South Eastern,SEQ South,South Coast,Bethania - Waterford,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Waterford,Forde,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,S,2,0,0,0,2,2,0,0,0,0,0,0
372573,372573,Fatal,2015,May,Friday,17,Hit object,Single Vehicle,152.948021094901,-27.0515054339193,Beerburrum Rd,,Beerburrum Road,Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,North Coast,SEQ North,North Coast,Caboolture,Caboolture,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,607,Vehs On Path: Temporary Object On Cway,21: Other,N,3,0,0,0,3,1,0,0,0,0,0,0
372574,372574,Fatal,2015,May,Friday,17,Hit object,Single Vehicle,152.948021094901,-27.0515054339193,Beerburrum Rd,,Beerburrum Road,Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,North Coast,SEQ North,North Coast,Caboolture,Caboolture,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,607,Vehs On Path: Temporary Object On Cway,21: Other,N,1,0,1,0,2,1,0,0,0,0,0,0
372575,372575,Fatal,2015,May,Friday,20,Hit object,Single Vehicle,152.976984079273,-27.1520674376184,Morayfield Rd,,Burpengary Service Road,Burpengary,Moreton Bay Region,4505,Burpengary,Moreton,North Coast,SEQ North,North Coast,Burpengary,Narangba - Burpengary,Moreton Bay - North,Major Cities,Kurwongbah,Longman,State-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,607,Vehs On Path: Temporary Object On Cway,21: Other,S,1,1,0,0,2,1,0,0,0,0,0,0
372821,372821,Fatal,2015,May,Saturday,1,Hit object,Single Vehicle,150.514957754704,-23.3823711725015,Bolsover St,Derby St,,Rockhampton City,Rockhampton Region,4700,Rockhampton,Capricornia,Central,Central,Central Queensland,Rockhampton City,Rockhampton,Central Queensland,Inner Regional,Rockhampton,Capricornia,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,16: Off Carriageway on Straight Hit Object,N,1,1,0,0,2,1,0,0,0,0,0,0
372822,372822,Fatal,2015,May,Saturday,19,Angle,Multi-Vehicle,139.496149918169,-20.715659405595,Camooweal St,Zena St,,Menzies,Mount Isa City,4825,Mount Isa,Mount Isa,Northern,Northern,North Queensland,Mount Isa,Outback - North,Queensland - Outback,Remote,Traeger,Kennedy,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,S,1,2,1,0,4,2,0,0,0,0,0,0
372823,372823,Fatal,2015,May,Friday,22,Overturned,Single Vehicle,147.441444217512,-21.3393738972294,Bowen Developmental Rd,,Bowen Developmental Road (Collinsville - Belyando Crossing),Mount Coolon,Whitsunday Region,4804,Collinsville,Mackay,Central,Central,Central Queensland,Collinsville,Bowen Basin - North,Mackay - Isaac - Whitsunday,Remote,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,20: Out of Control on Curve,S,2,1,0,0,3,1,0,0,0,0,0,0
372824,372824,Fatal,2015,May,Monday,15,Rear-end,Multi-Vehicle,148.986397110554,-21.1379261205308,Mackay - Eungella Rd,,Mackay - Eungella Road,Marian,Mackay Region,4753,Walkerston,Mackay,Central,Central,Central Queensland,Walkerston - Eton,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Vehs Same Direction: Rear End,04: Rear-end,W,1,0,0,0,1,1,1,0,0,0,0,0
372825,372825,Fatal,2015,May,Tuesday,11,Fall from vehicle,Single Vehicle,146.483516954059,-25.2882268565882,Caroline Crossing Rd,,,Yandarlo,Blackall Tambo Region,4478,Tambo,Capricornia,Central,Central,Central Queensland,Barcaldine - Blackall,Outback - South,Queensland - Outback,Very Remote,Gregory,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,705,Off Path-Straight: Out Of Control On Cway,17: Out of Control on Straight,N,1,0,0,0,1,0,1,0,0,0,0,0
372826,372826,Fatal,2015,May,Saturday,16,Hit object,Single Vehicle,146.000431649091,-17.4161497565128,Dinner Creek Rd,,,Eubenangee,Cairns Region,4860,Babinda,Far North,Far Northern,Northern,North Queensland,Babinda,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Crest,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,2,0,0,3,1,0,0,0,0,0,0
372827,372827,Fatal,2015,May,Sunday,15,Overturned,Single Vehicle,149.581944805485,-23.7088310926844,Capricorn Hwy,,Capricorn Highway (Duaringa - Emerald),Wallaroo,Central Highlands Region,4702,Duaringa,Capricornia,Central,Central,Central Queensland,Central Highlands - East,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,502,Vehs Overtaking: Out Of Control,15: Off Carriageway on Straight,W,1,0,0,0,1,1,0,0,0,0,0,0
372828,372828,Fatal,2015,May,Thursday,5,Hit pedestrian,Hit pedestrian,152.340998421512,-24.854781656196,Hinkler Ave,,Isis Highway (Bundaberg - Childers),Bundaberg North,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bundaberg North - Gooburrum,Bundaberg,Wide Bay,Inner Regional,Bundaberg,Hinkler,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Fog,Darkness - Not lighted,Straight,Level,003,Pedn: Far Side Vehicle Hit From Left,12: Pedestrian,W,1,0,0,0,1,1,0,0,0,0,1,0
372829,372829,Fatal,2015,May,Thursday,1,Hit object,Single Vehicle,149.287510056549,-21.4454543486054,Miran Khan Dr,,,Armstrong Beach,Mackay Region,4737,Sarina,Mackay,Central,Central,Central Queensland,Sarina,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,1,1,0,0,2,1,0,0,0,0,0,0
372830,372830,Fatal,2015,May,Saturday,17,Overturned,Single Vehicle,148.261506875645,-24.2477469862918,Dawson Hwy,,Dawson Highway (Rolleston - Springsure),Orion,Central Highlands Region,4722,Springsure,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,20: Out of Control on Curve,N,1,1,0,0,2,1,0,0,0,0,0,0
372831,372831,Fatal,2015,May,Sunday,3,Hit object,Single Vehicle,145.340233739978,-16.7726807046587,Mulligan Hwy,,Mulligan Highway (Mareeba - Mount Molloy),Southedge,Mareeba Shire,4871,Mount Molloy,Far North,Far Northern,Northern,North Queensland,Tablelands,Far North,Queensland - Outback,Outer Regional,Cook,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
372832,372832,Fatal,2015,May,Monday,14,Hit object,Single Vehicle,148.17004799574,-23.0789729693626,Crinum Rd,,,Belcong,Central Highlands Region,4723,Capella,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,E,1,1,0,0,2,1,0,0,0,0,0,0
372833,372833,Fatal,2015,May,Tuesday,13,Hit object,Single Vehicle,145.417665763646,-16.3894117067218,Mossman - Daintree Rd,Rocky Point School Rd,Mossman - Daintree Road,Rocky Point,Douglas Shire,4873,Mossman,Far North,Far Northern,Northern,North Queensland,Daintree,Port Douglas - Daintree,Cairns,Outer Regional,Cook,Leichhardt,State-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
372834,372834,Fatal,2015,May,Friday,13,Head-on,Multi-Vehicle,152.337986096337,-27.5660513776742,Gatton - Laidley Rd,,Gatton - Laidley Road,Lawes,Lockyer Valley Region,4343,Gatton,Darling Downs,Southern,SEQ South,Southern Queensland,Gatton,Toowoomba,Toowoomba,Inner Regional,Lockyer,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,E,2,0,0,0,2,2,0,0,0,0,0,0
372835,372835,Fatal,2015,May,Sunday,12,Hit object,Single Vehicle,141.887320191939,-12.6831384574485,Preng-Im St,,,Mission River,Napranum Aboriginal Shire,4874,Weipa,Far North,Far Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,1,0,0,2,1,0,0,0,0,0,0
372836,372836,Fatal,2015,June,Monday,14,Sideswipe,Multi-Vehicle,152.318325420217,-24.8842703542249,Johnston St,,,Avoca,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Millbank - Avoca,Bundaberg,Wide Bay,Inner Regional,Bundaberg,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,305,Vehs Same Direction: Lane Side Swipe,05: Lane Change,N,1,0,0,0,1,0,0,1,0,1,0,0
372837,372837,Fatal,2015,June,Wednesday,17,Hit object,Single Vehicle,152.979538077271,-27.1658954379841,Burpengary Service Rd,,Burpengary Service Road,Burpengary,Moreton Bay Region,4505,Burpengary,Moreton,North Coast,SEQ North,North Coast,Burpengary,Narangba - Burpengary,Moreton Bay - North,Major Cities,Kurwongbah,Longman,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,2,0,0,0,2,1,0,0,0,0,0,0
372970,372970,Fatal,2016,August,Monday,21,Rear-end,Multi-Vehicle,153.220630980592,-27.7260554666871,Pacific Hwy,,Pacific Highway (Pacific Motorway),Beenleigh,Logan City,4207,Beenleigh,Logan,South Eastern,SEQ South,South Coast,Mount Warren Park,Beenleigh,Logan - Beaudesert,Major Cities,Macalister,Forde,State-controlled,Bridge/Causeway,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,301,Vehs Same Direction: Rear End,04: Rear-end,N,1,0,0,0,1,1,0,1,0,0,0,0
373033,373033,Fatal,2016,October,Wednesday,10,Angle,Multi-Vehicle,153.042153164061,-26.4167554382836,Rene St,,,Noosaville,Noosa Shire,4566,Noosa Heads,Sunshine Coast,North Coast,SEQ North,North Coast,Noosaville,Noosa,Sunshine Coast,Major Cities,Noosa,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,207,Vehs Opposite Approach: U-Turn,07: U-turn,N,1,0,0,0,1,3,1,0,0,0,0,0
373096,373096,Fatal,2014,February,Thursday,19,Hit animal,Other,151.172509640925,-24.9751664228188,Burnett Hwy,,Burnett Highway (Gayndah - Monto),Mulgildie,North Burnett Region,4630,Monto,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Monto - Eidsvold,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Grade,609,Pass & Misc: Hit Animal,14: Hit Animal,W,1,0,0,0,1,0,1,0,0,0,0,1
373097,373097,Fatal,2014,February,Thursday,10,Rear-end,Multi-Vehicle,151.75671712822,-28.007962312024,O'Leary Rd,Ryeford - Pratten Rd,Ryeford - Pratten Road,Old Talgai,Southern Downs Region,4365,Leyburn,Darling Downs,Southern,Southern,Southern Queensland,Southern Downs - West,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Crest,303,Vehs Same Direction: Right Rear,04: Rear-end,S,1,0,0,0,1,1,1,1,0,0,0,0
373099,373099,Fatal,2014,March,Saturday,6,Rear-end,Multi-Vehicle,153.101761613727,-27.4560704615596,Lytton Rd,,,Murarrie,Brisbane City,4172,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major Cities,Bulimba,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,301,Vehs Same Direction: Rear End,04: Rear-end,E,1,0,0,0,1,0,0,1,0,1,0,0
373100,373100,Fatal,2014,March,Saturday,6,Hit object,Single Vehicle,152.887787013435,-27.6092379173153,Stephen Cres,Stuart St,,Goodna,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Goodna,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
373101,373101,Fatal,2014,February,Friday,1,Hit object,Single Vehicle,149.182297223826,-27.1830070962223,Surat Developmental Rd,,Surat Developmental Road (Surat - Tara),Parknook,Maranoa Region,4417,Surat,South West,Southern,Southern,Southern Queensland,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,W,1,1,0,0,2,1,0,0,0,0,0,0
373194,373194,Fatal,2019,February,Friday,19,Angle,Multi-Vehicle,151.849750537713,-24.2486993037533,Round Hill Rd,,,Round Hill,Gladstone Region,4677,Agnes Water,Capricornia,Central,Central,Central Queensland,Agnes Water - Miriam Vale,Gladstone,Central Queensland,Outer Regional,Burnett,Flynn,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,,1,0,0,0,1,1,1,0,0,0,0,0
373656,373656,Fatal,2011,September,Tuesday,2,Head-on,Multi-Vehicle,148.563401286731,-22.9093926100689,Dysart - Middlemount Rd,,German Creek Mine Road (519),Middlemount,Isaac Region,4746,Middlemount,Mackay,Central,Central,Central Queensland,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday,Remote,Burdekin,Capricornia,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,W,1,1,0,1,3,1,0,1,0,0,0,0
373657,373657,Fatal,2011,September,Saturday,3,Hit pedestrian,Hit pedestrian,146.162870172538,-18.656392758746,Miles St,,,Ingham,Hinchinbrook Shire,4850,Ingham,Townsville,Northern,Northern,North Queensland,Ingham,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Hinchinbrook,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Fog,Darkness - Lighted,Straight,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,N,1,0,0,1,2,1,0,1,0,0,1,0
373658,373658,Fatal,2011,September,Saturday,15,Hit object,Single Vehicle,152.010429530856,-26.9615651961129,Nukku Rd,,,Googa Creek,Toowoomba Region,4306,Yarraman,Darling Downs,Southern,Southern,Southern Queensland,Crows Nest - Rosalie,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Nanango,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
373659,373659,Fatal,2011,September,Sunday,11,Angle,Multi-Vehicle,149.026829907298,-21.1902668633721,Peak Downs Hwy,,Peak Downs Highway (Nebo - Mackay),Greenmount,Mackay Region,4751,Walkerston,Mackay,Central,Central,Central Queensland,Walkerston - Eton,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,506,Vehs Overtaking: Overtake-Right Turn,09: Overtaking Same Direction,N,2,1,0,0,3,2,0,0,0,0,0,0
373665,373665,Fatal,2010,March,Wednesday,11,Angle,Multi-Vehicle,151.238455294185,-23.8814500050044,Cockatoo Dr,,,New Auckland,Gladstone Region,4680,Gladstone,Capricornia,Central,Central,Central Queensland,Clinton - New Auckland,Gladstone,Central Queensland,Inner Regional,Gladstone,Flynn,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Crest,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,E,1,0,0,0,1,1,1,0,0,0,0,0
